"Administración General del Estado","Ministerio de Medio Ambiente, y Medio Rural y Marino","Consejo de Administración de la Mancomunidad de los Canales del Taibilla",Q3017002A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=W4t05loTEHI%3D,"Mayor, 1",30201,Cartagena,España,968320014,968320224,contratacion@mct.es
"Entidad de Derecho Público","Sociedad de Gestión del Proyecto ALETAS SA","Consejo de Administración de la Sociedad de Gestión del Proyecto ALETAS SA",A72098031,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=1f3T6PK4RiI%3D,"Avda. de la Ilustración 6, Edificio Astarté, 3ª planta",11011,Cádiz,España,956286535,956286682,info@consorcioaletas.es
"Otras Entidades del Sector Público","Sociedad Estatal de Gestión Inmobiliaria de Patrimonio, S.A. (Segipsa)","Consejo de Administración de la Sociedad Estatal de Gestión Inmobiliaria de Patrimonio, S.A. (Segipsa)",A28464725,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=JKuH7lGChHM%3D,"José Abascal, 4",28003,Madrid,España,915321015,915689402,contratacion@segipsa.es
"Entidad de Derecho Público","Ministerio de Interior","Consejo de Administración de la Sociedad Estatal de Infraestructuras y Equipamientos Penitenciarios (SIEP)",A80303365,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=DCrdAT9lVek%3D,"Paseo de la Castellana, 141",28046,Madrid,España,914444750,915945315,contratacion@siep.es
"Otras Entidades del Sector Público","Sociedad Estatal para la Acción Cultural Exterior (SEACEX)","Consejo de Administración de la Sociedad Estatal para la Acción Cultural Exterior",A28062578,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=iAQevmSYZgE%3D,"Gran Vía, 1 -2º Dcha.",28013,Madrid,España,917022660,917020159,seacex@seacex.es
"Administración Local","Ayuntamiento de Gijón","Consejo de Administración de la Sociedad Mixta de Turismo de Gijón S.A.",A33782814,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=SDkyHTPzcbo%3D,"C/ Santa Lucía 19, 2 Planta",33206,Gijón,España,985185103,985359050,administracion@gijon.info
"Otras Entidades del Sector Público","Sociedad Urbanistica de Villafranca de los Caballeros SLU.","Consejo de Administración de la Sociedad Urbanística de Villafranca de los Caballeros SLU.",B45707098,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=qfgKOXTOBLM%3D,"Cervantes, 34",45730,"Villafranca de los Caballeros (Toledo)",España,926558640,926578672,empleo@aytovillafranca.es
"Otras Entidades del Sector Público","Sociedad Urbanística Municipal de Paterna SA","Consejo de Administración de la Sociedad Urbanística Municipal de Paterna SA",A96991518,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=ALta%2Bx3aVUk%3D,"C/ Thomas Alva Edison, nº. 6 (Parque Tecnológico)",46980,Paterna,España,961389200,961389113,sumpa@sumpa.es
"Administración General del Estado","Ministerio de la Presidencia","Consejo de Administración de Patrimonio Nacional",S2801002C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=XwGANSzOU3E%3D,"Bailén ",28071,Madrid,España,914548797,914548886,contratacion@patrimonionacional.es
"Otras Entidades del Sector Público","PROEIXAMPLE, S.A.","Consejo de Administración de PROEIXAMPLE, S.A.",A61139762,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=jyP2QkY3l78%3D,"Valencia, 307 1º 2ª",08009,Barcelona,España,934766850,934575148,contratacio@proeixample.cat
"Otras Entidades del Sector Público","PROINVITOSA (Promoción de Suelo Industrial y Vivienda de Totana)","Consejo de Administración de PROINVITOSA",A30308753,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=o9vUyuLXB9g%3D,"Huertos Nuevos, 5 P. ind. El Saladar",30850,"Totana (Murcia)",España,968424860,968424855,proinvitosa@proinvitosa.org
"Otras Entidades del Sector Público","Promoció de Sòl Municipal de Mollet SL","Consejo de Administración de Promoció de S&ograve;l Municipal de Mollet SL",B58507013,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=fB8q%2FlBQoOw%3D,"Plaça Major 1",08100,"Mollet del Vallés (Barcelona)",España,935708751,935795105,promosol@molletvalles.cat
"Otras Entidades del Sector Público","Proteinas y Grasas del Principado S.A.","Consejo de Administración de Proteinas y Grasas del Principado S.A.",A33797713,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=WCkU4Uz9cvI%3D,"Barrio de la Zoreda s/n",33697,"Gijón (Asturias)",España,985303477,985302011,juancarlos@proygrasa.com
"Administración General del Estado","Ministerio de Fomento","Consejo de Administración de Servicios y Estudios para la Navegación Aérea y la Seguridad Aeronáutica SA (SENASA)",A79818423,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=k6ypu%2BQaS8M%3D,"Avda. Hispanidad 12",28042,Madrid,España,913019422,913019447,contratacion@senasa.es
"Otras Entidades del Sector Público","Valencia Parque Central Alta Velocidad 2003","Consejo de Administración de Valencia Parque Central Alta Velocidad 2003",A97320907,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=YU75r4cBzbA%3D,"Colón 4, 4ª",46004,Valencia,España,963510888,963940274,sociedad@valenciaparquecentral.es
"Entidad de Derecho Público","Casino Playa de las Américas SA","Consejo de Administración del Casino Playa de las Américas SA",A38067567,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=KQPUdQodAWg%3D,"Parque Taoro 22",38400,"Puerto de la Cruz",España,922380550,922383744,ggarcia@casinostenerife.com
"Entidad de Derecho Público","Casino Santa Cruz SA","Consejo de Administración del Casino Santa Cruz SA",A38272886,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=xDnCP4A9AKo%3D,"Parque Taoro 22",38400,"Puerto de la Cruz",España,922380550,922383744,ggarcia@casinostenerife.com
"Entidad de Derecho Público","Casino Taoro SA","Consejo de Administración del Casino Taoro SA",A38018685,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=6hxN3%2Bwdkp0%3D,"Parque Taoro 22",38400,"Puerto de la Cruz",España,922380550,922383744,ggarcia@casinostenerife.com
"Administración Local","Ayuntamiento de Gijón","Consejo de Administración del Centro Municipal de Empresas de Gijón, S.A.",A33772658,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0FHO%2B8bYlg0%3D,"Avenida de la Argentina, 132",33213,Gijón,España,985308040,985308228,gestion@cmegijon.es
"Entidad de Derecho Público","Consorcio para la Gestión del Plan Especial Alto Guadiana","Consejo de Administración del Consorcio para la Gestión del Plan Especial Alto Guadiana",S1300110B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Ich0rXW74AE%3D,"Doctor Jesús González Merlo 2",13600,"Alcázar de San Juan",España,926546255,,rrequena@altoguadiana.es
"Administración Local","Organismo Autónomo Municipal de Cultura del Ayuntamiento de Oleiros (A Coruña)","Consejo de Administración del Organismo Autónomo Municipal de Cultura del Ayuntamiento de Oleiros (A Coruña)",G15216674,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Ud5r6EbdlG4%3D,"Camilo Díaz Baliño",15173,Oleiros,España,981610000,981631825,s.miranda@oleiros.org
"Entidad de Derecho Público","Casino Santa Cruz SA","Consejo de Administración del Casino Santa Cruz SA",A38272886,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=xDnCP4A9AKo%3D,"Parque Taoro 22",38400,"Puerto de la Cruz",España,922380550,922383744,ggarcia@casinostenerife.com
"Entidad de Derecho Público","Casino Taoro SA","Consejo de Administración del Casino Taoro SA",A38018685,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=6hxN3%2Bwdkp0%3D,"Parque Taoro 22",38400,"Puerto de la Cruz",España,922380550,922383744,ggarcia@casinostenerife.com
"Administración Local","Ayuntamiento de Gijón","Consejo de Administración del Centro Municipal de Empresas de Gijón, S.A.",A33772658,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0FHO%2B8bYlg0%3D,"Avenida de la Argentina, 132",33213,Gijón,España,985308040,985308228,gestion@cmegijon.es
"Entidad de Derecho Público","Consorcio para la Gestión del Plan Especial Alto Guadiana","Consejo de Administración del Consorcio para la Gestión del Plan Especial Alto Guadiana",S1300110B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Ich0rXW74AE%3D,"Doctor Jesús González Merlo 2",13600,"Alcázar de San Juan",España,926546255,,rrequena@altoguadiana.es
"Administración Local","Organismo Autónomo Municipal de Cultura del Ayuntamiento de Oleiros (A Coruña)","Consejo de Administración del Organismo Autónomo Municipal de Cultura del Ayuntamiento de Oleiros (A Coruña)",G15216674,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Ud5r6EbdlG4%3D,"Camilo Díaz Baliño",15173,Oleiros,España,981610000,981631825,s.miranda@oleiros.org
"Entidad de Derecho Público","Ministerio de Vivienda","Consejo de Administración SEPES Entidad Pública Empresarial del Suelo",Q2801671E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2BbVGZw6NyuM%3D,"P Castellana 91",28046,madrid,España,915565015,902146641,Contratacion@sepes.es
"Administración Local","Ayuntamiento de Gijón","Consejo de Administrador del Jardín Botánico Atlántico de Gijón SA",A33896028,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Du9l%2FzTJxIk%3D,"Avda. del Jardín Botánico s/n",33394,Gijón,España,985130713,985130685,acasino@gijon.es
"Administración Local","Instituto Municipal de Deportes del Ayuntamiento de Barakaldo (Vizcaya)","Consejo de Dirección del Instituto Municipal de Deportes del Ayuntamiento de Barakaldo ",P4800050I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=INWGfo3P394%3D,"Vega la punta 1",48901,Barakaldo,España,944789900,944789901,info@imdbarakaldouke.com
"Administración Local","Mancomunidad Canal del Pisuerga","Consejo de la Mancomunidad Canal del Pisuerga",G34037960,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2FXuvtiloSC4%3D,"Plaza Mayor",34259,"Cordovilla La Real (Palencia)",España,,,ayto-cordovilla@dip-palencia.es
"Administración Local","Mancomunidad de los Valles de Iguña y Anievas","Consejo de la Mancomunidad de los Valles de Iguña y Anievas",P3900553C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=sy%2BzSwpeN1s%3D,"García Lomas, 27",39430,"Molledo (Cantabria)",España,942828017,942828089,secretaria@aytomolledo.e.telefonica.net
"Administración Local","Mancomunidad El Carmen (Palencia)","Consejo de la Mancomunidad El Carmen",G34037382,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=pWi05N0zEq4%3D,"Plaza de España 1",34820,"Barruelo de Santullán (Palencia)",España,979606014,979606344,ayto-barruelo@dip-palencia.es
"Administración Local","Mancomunidad Virgen de Allende","Consejo de la Mancomunidad Virgen de Allende",G26290429,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=rbAs8mt%2B%2BII%3D,"Avda. Navarra 3",26280,"Ezcaray (Navarra)",España,941354153,941354358,ayto@ojacastro.org
"Entidad de Derecho Público","Consejo de Seguridad Nuclear","Consejo de Seguridad Nuclear",Q2801036A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2BPh%2FW8Vi8EM%3D,"C/ Pedro Justo Dorado Dellmans, 11",28040,Madrid,España,913460518,913460590,unidaddecontratacion@csn.es
"Administración Local","Consell Insular de Menorca (CIM)","Consejo Ejecutivo del Consell Insular de Menorca (CIM)",S0733002J,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=iV4XfnDdN6c%3D,"Plz. Biosfera 5",07703,Mahón,España,971356264,971352483,jmrg.secretaria@cime.es
"Entidad de Derecho Público","Patronato Municipal de Deportes de Eibar","Consejo Ejecutivo Permanente del Patronato Municipal de Deportes de Eibar",P7003103D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Z4bys0vy%2BBQ%3D,"Untzazga Plaza, 1",20600,"Eibar (Guipuzcoa)",España,943708414,943200288,eerrasti@eibar.net
"Entidad de Derecho Público","Consejo General del Poder Judicial (Organo Constitucional)","Consejo General del Poder Judicial",S2804008G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=4IHdIJl43TU%3D,"Marqués de la Ensenada 8",28004,Madrid,España,917005951,917006358,mesa.contratacion@cgpj.es
"Administración Local","Organismo Autónomo Local Fundación Municipal de Cultura de Siero","Consejo Rector de la Fundación Municipal de Cultura de Siero",P8306601I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=N4FbJc0D4J0%3D,"Luis Navia Osorio, 1",33510,"Pola de Siero",España,985720634,985724516,javierbp@ayto-siero.es
"Otras Entidades del Sector Público","Junta de Compensació de la Unitat D'actuació La Farinera","Consejo Rector de la Junta de Compensació de la Unitat D'actuació La Farinera",V63573125,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=fTO9eYV58Ik%3D,"Plaça Major 1",08100,"Mollet del Vallés (Barcelona)",España,935708751,935795105,promosol@molletvalles.cat
"Administración General del Estado","Ministerio de Ciencia e Innovación","Consejo Rector del Centro Nacional de Experimentación de Tecnologías de Hidrógeno y Pilas de Combustible",S1300109D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=dKrkQHYXJA4%3D,"Aduana, 10, 1ª Planta",13500,"Puertollano (Ciudad Real)",España,926420682,926670507,orccr@cnethpc.es
"Entidad de Derecho Público","Consorcio Camín Real de la Mesa","Consejo Rector del Consorcio Camín Real de la Mesa",P3300110H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Zac5YXN07Hw%3D,"Eduardo Sierra 10, 2ª planta (Palacio de Fontela)",33820,Grado,España,985754783,985754784,caminrealdelamesa@cyberastur.es
"Administración Local","Organismo Autónomo Local Centro de Empresas de Valdemoro","Consejo Rector del Organismo Autónomo Local Centro de Empresas de Valdemoro",P2800054E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=8rmRiVD%2Bajw%3D,"Gaspar Bravo Sobremonte, S/N",28341,Valdemoro,España,918095966,918017472,centro.empresas@ayto-valdemoro.org
"Administración Local","Organismo Autónomo Patronato Deportivo Municipal de Siero (Principado de Asturias)","Consejo Rector del Patronato Deportivo Municipal de Siero",P3300097G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=EEo28y9aVHM%3D,"Párroco Fernández Pedrera",33510,"Pola de Siero",España,985720802,985724339,ernestocolsa@ayto-siero.es
"Administración Local","Patronato Municipal de Deportes de Eibar","Consejo Rector del Patronato Municipal de Deportes de Eibar",P7003103D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=2vGRre8lAp4%3D,"Untzazga Plaza, 1",20600,"Eibar (Guipuzcoa)",España,943708414,943200288,eerrasti@eibar.net
"Entidad de Derecho Público","Consorcio ALETAS","Consejo Rector o Comisión Ejecutiva del Consorcio ALETAS",S1100021C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=fWTGwoMFk5Q%3D,"Avda. de la Ilustración 6, Edificio Astarté 3ª planta",11011,Cádiz,España,956286535,956286682,info@consorcioaletas.es
"Administración Local","Secretaria Consorci per a la Gestió dels Residus del Vallès Oriental","Consell Plenari Consorci per a la Gestió dels Residus del Vall&egrave;s Oriental",P5809509B,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=BCAlIsS1XKk%3D,"Camino Ral, S/N",08401,Granollers,España,938708579,938601669,jsala@cresidusvo.cat
"Administración Local","Consorci de Turisme del Vallès Oriental","Consorci de Turisme del Vall&egrave;s Oriental",P0800065E,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=z%2FLYMsPkB2k%3D,"C/ Miquel Ricomà, 46",08401,"Granollers ",España,938604115,938604116,secretaria1@vallesoriental.cat
"Administración Local","Consorci per a la Promoció dels Municipis del Lluçanès","Consorci per a la Promoció dels Municipis del Llu&ccedil;an&egrave;s - Presidente",P0800097H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=9l3o6%2BmACls%3D,"C/ Vell, 3",08515,Olost,España,938880050,938880456,consorci@llucanes.cat
